trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.8775825618903728}",30,0,-33.29532081795617,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.5403023058681397}",25,0,-173.08363856646173,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
3,False,"{'a': 0.5, 'e': 0.0707372016677029}",30,0,-78.920043418538,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.4161468365471424}",30,0,-135.19692628012808,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.8011436155469337}",20,0,-86.12383713017604,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9899924966004454}",30,0,-152.4780594061866,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9364566872907963}",25,0,-144.40453129076937,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.6536436208636119}",20,0,-68.05693215538207,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.2107957994307797}",20,4,23.52815577084292,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,False,"{'a': 0.5, 'e': 0.28366218546322625}",25,15,15.353017268475726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.5, 'e': 0.70866977429126}",20,0,-104.13051351106824,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.960170286650366}",20,0,-69.81000547380549,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.9765876257280235}",25,3,-70.93049395830158,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.7539022543433046}",30,0,-147.7525384331618,"{0: 24, 1: 0, 2: 1, 3: 2, 4: 3}",0
15,False,"{'a': 0.5, 'e': 0.3466353178350258}",20,0,3.4900698600549473,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.14550003380861354}",20,8,8.89166192789829,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
17,False,"{'a': 0.5, 'e': 0.6020119026848236}",25,10,-39.938119837525434,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 1}",1
18,False,"{'a': 0.5, 'e': 0.9111302618846769}",20,5,-70.5433209558554,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
19,False,"{'a': 0.5, 'e': 0.9971721561963784}",20,0,-111.23817393997874,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.8390715290764524}",35,7,-190.9587104755906,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 3}",1
21,False,"{'a': 0.5, 'e': 0.47553692799599256}",20,6,6.339258134005728,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
22,False,"{'a': 0.5, 'e': 0.004425697988050785}",35,26,-31.136348329576542,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
23,False,"{'a': 0.5, 'e': 0.4833047587530059}",25,20,8.609227651481147,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.5, 'e': 0.8438539587324921}",20,0,-119.25169879412654,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 1}",0
25,False,"{'a': 0.5, 'e': 0.9977982791785807}",20,0,-80.62700114976748,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.9074467814501962}",20,0,-159.65287652664037,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
27,False,"{'a': 0.5, 'e': 0.594920663309892}",35,25,18.899274435062473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.1367372182078336}",25,1,12.613303368584848,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.354924266788705}",25,0,-26.627597095184928,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.7596879128588213}",25,0,-258.32290252131105,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 5}",0
31,False,"{'a': 0.5, 'e': 0.9784534628188842}",25,0,-42.76127366767715,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
32,False,"{'a': 0.5, 'e': 0.9576594803233847}",25,11,-144.86080285059452,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 3}",1
33,False,"{'a': 0.5, 'e': 0.7023970575027135}",30,17,-36.420848345106705,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
34,False,"{'a': 0.5, 'e': 0.27516333805159693}",20,6,-2.1753423917113017,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
35,False,"{'a': 0.5, 'e': 0.2194399632114593}",30,0,-16.522331151233274,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.6603167082440802}",25,0,-122.61808089063217,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 3}",0
37,False,"{'a': 0.5, 'e': 0.939524893748256}",20,10,-49.561993743253936,"{0: 4, 1: 3, 2: 2, 3: 1, 4: 0}",1
38,False,"{'a': 0.5, 'e': 0.9887046181866692}",25,0,-112.78750544671828,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.7958149698139441}",20,0,-140.57134300490273,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
40,False,"{'a': 0.5, 'e': 0.408082061813392}",20,2,-31.272923672173334,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.07956356727854007}",20,14,12.463289679549087,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.5477292602242684}",25,8,-41.67642648678082,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.8817917275413242}",20,0,-72.48145656465512,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.9999608263946371}",25,0,-131.93113121511942,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
45,False,"{'a': 0.5, 'e': 0.8733046400935156}",20,0,-88.53489881710524,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.5328330203333975}",25,0,-63.246924226409995,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.061905293994420546}",20,12,18.849950080071007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.5, 'e': 0.424179007336997}",25,0,-0.6661975961129829,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.8064094939122546}",20,0,-74.35334480110939,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
50,False,"{'a': 0.5, 'e': 0.9912028118634736}",25,0,-170.91656935783675,"{0: 11, 1: 4, 2: 8, 3: 0, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.933315112063922}",25,7,-60.86009171141757,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
52,False,"{'a': 0.5, 'e': 0.6469193223286404}",20,8,-5.121127846349932,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
53,False,"{'a': 0.5, 'e': 0.20213512038718198}",20,7,10.700058604504886,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.2921388087338362}",25,0,-87.61736276161035,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
55,False,"{'a': 0.5, 'e': 0.7148869687796651}",30,0,-39.19665419534221,"{0: 23, 1: 0, 2: 7, 3: 0, 4: 0}",0
56,False,"{'a': 0.5, 'e': 0.9626058663135666}",25,0,-149.24356350486414,"{0: 11, 1: 4, 2: 8, 3: 1, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.9746452757206577}",25,0,-86.34048235807225,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.7480575296890004}",25,0,-44.01862426477007,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.3383192109710552}",25,7,32.46149984316684,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.15425144988758405}",20,6,13.118258519360351,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.6090559761063562}",25,5,-73.7071087357851,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",1
62,False,"{'a': 0.5, 'e': 0.9147423578045313}",20,0,-65.32584984780934,"{0: 12, 1: 6, 2: 1, 3: 0, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.9964679075571249}",20,0,-62.30789868265575,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.8342233605065102}",25,0,-91.4371718369101,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.4677318402470736}",20,3,-17.89879854192646,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.013276747223059479}",20,10,17.142587996717786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.49103472393024045}",20,9,-27.48650028042525,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.8485702747846052}",20,0,-58.87529569186084,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.9983462274487422}",25,0,-184.21826652180567,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
70,False,"{'a': 0.5, 'e': 0.9036922050915067}",25,0,-117.47800640279834,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.587782813560387}",25,15,-5.951486795514158,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.12796368962740468}",20,6,26.003501794088212,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.36318540841606234}",30,19,3.824310847003232,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.7654140519453433}",25,14,-50.85006782110675,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
75,False,"{'a': 0.5, 'e': 0.9802426408101081}",20,0,-44.586020101166525,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.9550736440472949}",20,0,-197.57603295939862,"{0: 8, 1: 1, 2: 8, 3: 0, 4: 3}",0
77,False,"{'a': 0.5, 'e': 0.6960693098638897}",30,0,-160.87392600509585,"{0: 20, 1: 1, 2: 4, 3: 3, 4: 2}",0
78,False,"{'a': 0.5, 'e': 0.26664293235993725}",25,14,15.812139419171956,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.22806693448309956}",25,4,17.671338416801703,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.6669380616522619}",20,0,-72.53449767303158,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.9425194910508831}",20,0,-45.56207902427965,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
82,False,"{'a': 0.5, 'e': 0.9873392775238264}",20,0,-46.462686478206365,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.7904239741978156}",25,0,-123.91400815589611,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
84,False,"{'a': 0.5, 'e': 0.39998531498835127}",20,6,1.8468307855307822,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.08838369930580554}",20,0,30.366896734518974,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
86,False,"{'a': 0.5, 'e': 0.5551133015206257}",30,20,18.620628700738273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.8859318072699817}",25,0,-162.45497322290242,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
88,False,"{'a': 0.5, 'e': 0.9998433086476912}",20,0,-91.75377865232421,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.8689582973139933}",25,0,-164.5890527160038,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
90,False,"{'a': 0.5, 'e': 0.5253219888177297}",25,0,-31.14274512063405,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.05306853621402457}",25,11,26.464102580042727,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.4321779448847783}",20,1,-8.42127257239262,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.8116121923430246}",30,12,-20.90105502794928,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.9923354691509287}",25,8,-70.99173632238941,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 1}",1
95,False,"{'a': 0.5, 'e': 0.9301004142012892}",20,0,-136.08225769735606,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
96,False,"{'a': 0.5, 'e': 0.6401443394691997}",25,0,-71.82116461933312,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
97,False,"{'a': 0.5, 'e': 0.1934586046207122}",25,0,-5.211569771089192,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.3005925437436371}",35,0,-30.72373406651972,"{0: 31, 1: 1, 2: 1, 3: 1, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.7210481538680822}",25,0,-125.97924631986096,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
100,False,"{'a': 0.5, 'e': 0.9649660284921133}",25,7,-137.88514934389474,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 2}",1
101,False,"{'a': 0.5, 'e': 0.9726265649744922}",25,0,-87.06883863951879,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.7421541968137826}",20,0,-129.69178741450173,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.32997659774057014}",25,4,-11.802510503060656,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.16299078079570548}",20,7,22.125115294497295,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.616052331690985}",25,2,-56.61241311644727,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 1}",1
106,False,"{'a': 0.5, 'e': 0.9182827862121189}",25,0,-161.98519808557364,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.9956855884367365}",25,0,-36.035944544488444,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.8293098328631502}",25,0,-6.01299419933219,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.4598901070131037}",20,12,13.622151547374457,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.022126756261955736}",25,10,28.477868956845356,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.49872621790648564}",25,6,-18.656445989588136,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.853220107722584}",25,12,-64.24927124083287,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.9988159580766447}",25,0,-71.71987785161626,"{0: 15, 1: 5, 2: 3, 3: 2, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.8998668269691938}",20,0,-71.44757595994504,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.580598912666927}",30,0,-54.18148760210055,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.11918013544881928}",25,18,15.631190229650084,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.37141809547969407}",30,0,-9.8515620697586,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.7710802229758452}",35,2,-149.22521160156415,"{0: 20, 1: 4, 2: 6, 3: 1, 4: 2}",1
119,False,"{'a': 0.5, 'e': 0.9819550195245901}",25,0,-188.65138689882883,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
120,False,"{'a': 0.5, 'e': 0.9524129804151563}",30,0,-32.86129576154722,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.6896870271361664}",25,0,-61.49719079629148,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.25810163593826746}",20,13,14.525426944939156,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.23667603734656428}",20,4,21.66777369652897,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.6735071623235862}",20,5,-46.46152969271141,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.9454402445803316}",20,0,-53.150791372433446,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.9858965815825497}",20,0,-248.75223972488914,"{0: 8, 1: 2, 2: 5, 3: 0, 4: 5}",0
127,False,"{'a': 0.5, 'e': 0.784971051068018}",25,11,-36.35333662133173,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.39185723042955}",35,13,-23.56607951930243,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.0971969067167568}",25,10,26.6442468147789,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.562453851238172}",35,0,-58.70850141743911,"{0: 27, 1: 2, 2: 5, 3: 0, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.8900024767126464}",35,0,-259.1902439239413,"{0: 20, 1: 1, 2: 8, 3: 2, 4: 4}",0
132,False,"{'a': 0.5, 'e': 0.99964745596635}",20,0,-89.96479808535074,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.8645438740756395}",20,0,-49.85405383277081,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.5177697997895051}",20,2,-3.4908102686804794,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.04422762066183892}",30,15,16.46087601650583,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.4401430224960407}",30,0,-83.78373498342621,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.8167513032223336}",25,0,-103.1763303835273,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.9933903797222716}",20,0,-102.41941646929334,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.926812845565509}",25,0,-180.78540525600044,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
140,False,"{'a': 0.5, 'e': 0.6333192030862999}",30,10,-48.27688181311738,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
141,False,"{'a': 0.5, 'e': 0.18476693191217952}",25,11,25.94442746445569,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.3090227281660707}",25,18,14.606170098954316,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.7271528468448446}",30,0,-187.82251465435377,"{0: 18, 1: 0, 2: 9, 3: 0, 4: 3}",1
144,False,"{'a': 0.5, 'e': 0.9672505882738824}",35,0,-59.990570451291,"{0: 29, 1: 0, 2: 4, 3: 1, 4: 1}",0
145,False,"{'a': 0.5, 'e': 0.9705316516498831}",25,0,-118.8758095401237,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
146,False,"{'a': 0.5, 'e': 0.7361927182273159}",25,2,-50.66511988151753,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.32160813176404734}",25,0,-57.490797065776476,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.17171734183077755}",25,6,10.425980335716014,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.6230004212937645}",20,0,18.25722797026237,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.9217512697247493}",20,0,-140.61580726151118,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
151,False,"{'a': 0.5, 'e': 0.9948252601277343}",25,0,-45.62929689927108,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.8243313311075577}",20,0,-7.106394914014964,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.45201234267200896}",30,4,0.8077757990354053,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.03097503173121646}",25,16,16.01794808996197,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.506378638074642}",25,8,-80.46390461490432,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
156,False,"{'a': 0.5, 'e': 0.8578030932449878}",30,0,-142.02658397217814,"{0: 16, 1: 2, 2: 10, 3: 2, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.9992074342602034}",30,0,-199.95944409160373,"{0: 13, 1: 3, 2: 12, 3: 0, 4: 2}",1
158,False,"{'a': 0.5, 'e': 0.8959709467909631}",20,0,-110.90185848178436,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
159,False,"{'a': 0.5, 'e': 0.5733695234681091}",30,0,-44.64517585168342,"{0: 22, 1: 1, 2: 7, 3: 0, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.11038724383904756}",20,10,15.575365288538537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.37962168297153187}",20,12,1.0243043409972366,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.7766859820216312}",25,0,-67.64692227248116,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.9835904648022342}",20,0,-108.30158193172217,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
164,False,"{'a': 0.5, 'e': 0.9496776978825432}",30,1,-136.51157410974693,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 1}",1
165,False,"{'a': 0.5, 'e': 0.6832507093535931}",35,0,-34.83056864782192,"{0: 27, 1: 5, 2: 1, 3: 2, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.24954011797333814}",25,8,-19.986060618713434,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.24526659730265726}",20,9,6.683869083310816,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.6800234955873388}",25,10,-7.642455556439369,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.9482869255037094}",25,0,-86.33135441248979,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.9843766433940419}",25,0,-158.61617194738176,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
171,False,"{'a': 0.5, 'e': 0.7794566276458688}",20,0,-47.53562693986212,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.38369844494974187}",35,0,-19.258246797813058,"{0: 29, 1: 1, 2: 5, 3: 0, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.10600249902117563}",30,15,25.38817675848561,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.569750334265312}",25,0,-83.11877578615241,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.8940034169437217}",20,0,-147.38868271136442,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
176,False,"{'a': 0.5, 'e': 0.9993732836951247}",25,0,-62.091677770293174,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.8600617162362019}",25,0,-110.7596093206023,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.5101770449416689}",25,7,-47.24467151498161,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.03538323999893738}",20,3,30.122147131983073,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.4480736161291701}",20,4,-37.927354618908254,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.8218264239151786}",20,0,-147.83357313192965,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
182,False,"{'a': 0.5, 'e': 0.9943674609282015}",35,0,-130.29249694142337,"{0: 24, 1: 3, 2: 5, 3: 1, 4: 2}",0
183,False,"{'a': 0.5, 'e': 0.9234526637284138}",25,0,-41.797743506686956,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.626444447910339}",25,4,-15.834625724579816,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 0}",1
